org_apache_hadoop_CustomOutputCommitter.java/[CN]/	org_apache_hadoop_mapred_OutputCommitter.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetLinkTargetResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetLinkTargetResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetLinkTargetResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetLinkTargetResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetListingRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetListingRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetListingRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetListingRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetListingResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetListingResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetListingResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetListingResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetPreferredBlockSizeRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetPreferredBlockSizeRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetPreferredBlockSizeRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetPreferredBlockSizeRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetPreferredBlockSizeResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetPreferredBlockSizeResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetPreferredBlockSizeResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetPreferredBlockSizeResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetServerDefaultsRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetServerDefaultsRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetServerDefaultsRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetServerDefaultsRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetServerDefaultsResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetServerDefaultsResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetServerDefaultsResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetServerDefaultsResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshotDiffReportRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshotDiffReportRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshotDiffReportRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshotDiffReportRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshotDiffReportResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshotDiffReportResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshotDiffReportResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshotDiffReportResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshottableDirListingRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshottableDirListingRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshottableDirListingRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshottableDirListingRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshottableDirListingResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshottableDirListingResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshottableDirListingResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetSnapshottableDirListingResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetStoragePoliciesRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetStoragePoliciesRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetStoragePoliciesRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetStoragePoliciesRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetStoragePoliciesResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetStoragePoliciesResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetStoragePoliciesResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$GetStoragePoliciesResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$IsFileClosedRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$IsFileClosedRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$IsFileClosedRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$IsFileClosedRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$IsFileClosedResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$IsFileClosedResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$IsFileClosedResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$IsFileClosedResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCacheDirectivesRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCacheDirectivesRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCacheDirectivesRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCacheDirectivesRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCacheDirectivesResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCacheDirectivesResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCacheDirectivesResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCacheDirectivesResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCachePoolsRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCachePoolsRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCachePoolsRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCachePoolsRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCachePoolsResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCachePoolsResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCachePoolsResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCachePoolsResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCorruptFileBlocksRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCorruptFileBlocksRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCorruptFileBlocksRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCorruptFileBlocksRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCorruptFileBlocksResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCorruptFileBlocksResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCorruptFileBlocksResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ListCorruptFileBlocksResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MetaSaveRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MetaSaveRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MetaSaveRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MetaSaveRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MetaSaveResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MetaSaveResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MetaSaveResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MetaSaveResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MkdirsRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MkdirsRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MkdirsRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MkdirsRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MkdirsResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MkdirsResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MkdirsResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$MkdirsResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCacheDirectiveRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCacheDirectiveRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCacheDirectiveRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCacheDirectiveRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCacheDirectiveResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCacheDirectiveResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCacheDirectiveResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCacheDirectiveResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCachePoolRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCachePoolRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCachePoolRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCachePoolRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCachePoolResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCachePoolResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCachePoolResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ModifyCachePoolResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RecoverLeaseRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RecoverLeaseRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RecoverLeaseRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RecoverLeaseRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RecoverLeaseResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RecoverLeaseResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RecoverLeaseResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RecoverLeaseResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RefreshNodesRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RefreshNodesRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RefreshNodesRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RefreshNodesRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RefreshNodesResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RefreshNodesResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RefreshNodesResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RefreshNodesResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCacheDirectiveRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCacheDirectiveRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCacheDirectiveRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCacheDirectiveRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCacheDirectiveResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCacheDirectiveResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCacheDirectiveResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCacheDirectiveResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCachePoolRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCachePoolRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCachePoolRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCachePoolRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCachePoolResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCachePoolResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCachePoolResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RemoveCachePoolResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$Rename2RequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$Rename2RequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$Rename2RequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$Rename2RequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$Rename2ResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$Rename2ResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$Rename2ResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$Rename2ResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameSnapshotRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameSnapshotRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameSnapshotRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameSnapshotRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameSnapshotResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameSnapshotResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameSnapshotResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenameSnapshotResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenewLeaseRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenewLeaseRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenewLeaseRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenewLeaseRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenewLeaseResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenewLeaseResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenewLeaseResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RenewLeaseResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ReportBadBlocksRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ReportBadBlocksRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ReportBadBlocksRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ReportBadBlocksRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ReportBadBlocksResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ReportBadBlocksResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ReportBadBlocksResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$ReportBadBlocksResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RestoreFailedStorageRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RestoreFailedStorageRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RestoreFailedStorageRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RestoreFailedStorageRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RestoreFailedStorageResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RestoreFailedStorageResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RestoreFailedStorageResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RestoreFailedStorageResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollEditsRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollEditsRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollEditsRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollEditsRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollEditsResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollEditsResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollEditsResponseProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollEditsResponseProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollingUpgradeInfoProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollingUpgradeInfoProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollingUpgradeInfoProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollingUpgradeInfoProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollingUpgradeRequestProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollingUpgradeRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollingUpgradeRequestProto$Builder.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollingUpgradeRequestProtoOrBuilder.java/[CN]/
org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollingUpgradeResponseProto.java/[CN]/	org_apache_hadoop_hdfs_protocol_proto_ClientNamenodeProtocolProtos$RollingUpgradeResponseProtoOrBuilder.java/[CN]/
